id,b,c,v,t
26045005,26,45,5,"Twenty-five thousand in length, and ten thousand in breadth, shall be to the Levites, the ministers of the house, for a possession to themselves, [for] twenty chambers."
26045006,26,45,6,"You shall appoint the possession of the city five thousand broad, and twenty-five thousand long, side by side with the offering of the holy portion: it shall be for the whole house of Israel."
26045007,26,45,7,"[Whatever is] for the prince [shall be] on the one side and on the other side of the holy offering and of the possession of the city, in front of the holy offering and in front of the possession of the city, on the west side westward, and on the east side eastward; and in length answerable to one of the portions, from the west border to the east border."
26045008,26,45,8,In the land it shall be to him for a possession in Israel: and my princes shall no more oppress my people; but they shall give the land to the house of Israel according to their tribes.
26045009,26,45,9,"Thus says the Lord Yahweh: Let it suffice you, princes of Israel: remove violence and spoil, and execute justice and righteousness; dispossessing my people, says the Lord Yahweh."
26045010,26,45,10,"You shall have just balances, and a just ephah, and a just bath."
26045011,26,45,11,"The ephah and the bath shall be of one measure, that the bath may contain the tenth part of a homer, and the ephah the tenth part of a homer: the measure of it shall be after the homer."
26045012,26,45,12,The shekel shall be twenty gerahs. Twenty shekels plus twenty-five shekels plus fifteen shekels shall be your mina.
26045013,26,45,13,This is the offering that you shall offer: the sixth part of an ephah from a homer of wheat; and you shall give the sixth part of an ephah from a homer of barley;
26045014,26,45,14,"and the set portion of oil, of the bath of oil, the tenth part of a bath out of the cor, [which is] ten baths, even a homer; (for ten baths are a homer;)"
26045015,26,45,15,"and one lamb of the flock, out of two hundred, from the well-watered pastures of Israel; -for a meal-offering, and for a burnt offering, and for peace-offerings, to make atonement for them, says the Lord Yahweh."
26045016,26,45,16,All the people of the land shall give to this offering for the prince in Israel.
26045017,26,45,17,"It shall be the prince's part to give the burnt offerings, and the meal-offerings, and the drink-offerings, in the feasts, and on the new moons, and on the Sabbaths, in all the appointed feasts of the house of Israel: he shall prepare the sin-offering, and the meal-offering, and the burnt offering, and the peace-offerings, to make atonement for the house of Israel."
26045018,26,45,18,"Thus says the Lord Yahweh: In the first [month], in the first [day] of the month, you shall take a young bull without blemish; and you shall cleanse the sanctuary."
26045019,26,45,19,"The priest shall take of the blood of the sin-offering, and put it on the door-posts of the house, and on the four corners of the ledge of the altar, and on the posts of the gate of the inner court."
26045020,26,45,20,"So you shall do on the seventh [day] of the month for everyone who errs, and for him who is simple: so shall you make atonement for the house."
26045021,26,45,21,"In the first [month], in the fourteenth day of the month, you shall have the Passover, a feast of seven days; unleavened bread shall be eaten."
26045022,26,45,22,On that day shall the prince prepare for himself and for all the people of the land a bull for a sin-offering.
26045023,26,45,23,"The seven days of the feast he shall prepare a burnt offering to Yahweh, seven bulls and seven rams without blemish daily the seven days; and a male goat daily for a sin-offering."
26045024,26,45,24,"He shall prepare a meal-offering, an ephah for a bull, and an ephah for a ram, and a hin of oil to an ephah."
26045025,26,45,25,"In the seventh [month], in the fifteenth day of the month, in the feast, shall he do the like the seven days; according to the sin-offering, according to the burnt offering, and according to the meal-offering, and according to the oil."
26046001,26,46,1,"Thus says the Lord Yahweh: The gate of the inner court that looks toward the east shall be shut the six working days; but on the Sabbath day it shall be opened, and on the day of the new moon it shall be opened."
26046002,26,46,2,"The prince shall enter by the way of the porch of the gate outside, and shall stand by the post of the gate; and the priests shall prepare his burnt-offering and his peace-offerings, and he shall worship at the threshold of the gate: then he shall go forth; but the gate shall not be shut until the evening."
